fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations
10.0,150,0.2,10,500,2421
14.0,150,0.2,10,500,2421
63.0,150,0.2,10,500,2421
64.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
65.0,150,0.2,10,500,2421
