fitness,pop_size,pop_breed_percent,mutation_prob,max_attempts,max_iters,n_invocations
74.0,50,0.75,0.1,200,500,25571
74.0,50,0.75,0.1,200,500,25571
74.0,50,0.75,0.1,200,500,25571
74.0,50,0.75,0.1,200,500,25571
74.0,50,0.75,0.1,200,500,25571
74.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
76.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
77.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
82.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
83.0,50,0.75,0.1,200,500,25571
86.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
90.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
91.0,50,0.75,0.1,200,500,25571
