fitness,restarts,max_attempts,max_iters,n_invocations,time
5.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
14.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
15.0,10,5,1000,21,0.0006737999999995026
