fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations,time
113.0,50,0.2,5,1000,5836,2.097790499999995
113.0,50,0.2,5,1000,5836,2.097790499999995
114.0,50,0.2,5,1000,5836,2.097790499999995
114.0,50,0.2,5,1000,5836,2.097790499999995
117.0,50,0.2,5,1000,5836,2.097790499999995
119.0,50,0.2,5,1000,5836,2.097790499999995
123.0,50,0.2,5,1000,5836,2.097790499999995
123.0,50,0.2,5,1000,5836,2.097790499999995
123.0,50,0.2,5,1000,5836,2.097790499999995
123.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
128.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
129.0,50,0.2,5,1000,5836,2.097790499999995
