fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations,time
64.0,50,0.2,5,1000,3622,0.4604050000000015
64.0,50,0.2,5,1000,3622,0.4604050000000015
67.0,50,0.2,5,1000,3622,0.4604050000000015
67.0,50,0.2,5,1000,3622,0.4604050000000015
67.0,50,0.2,5,1000,3622,0.4604050000000015
72.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
75.0,50,0.2,5,1000,3622,0.4604050000000015
