fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
8.0,50,0.2,5,1000,2413
