fitness,pop_size,pop_breed_percent,mutation_prob,max_attempts,max_iters,n_invocations
31.0,50,0.5,0.1,5,1000,4224
31.0,50,0.5,0.1,5,1000,4224
31.0,50,0.5,0.1,5,1000,4224
31.0,50,0.5,0.1,5,1000,4224
31.0,50,0.5,0.1,5,1000,4224
33.0,50,0.5,0.1,5,1000,4224
33.0,50,0.5,0.1,5,1000,4224
33.0,50,0.5,0.1,5,1000,4224
33.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
37.0,50,0.5,0.1,5,1000,4224
