fitness,schedule,max_attempts,max_iters,n_invocations,time
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
55.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
56.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
59.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
62.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
65.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
66.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
67.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
69.0,GeomDecay,10,1000,668,0.03030630000000123
