max_iters,mean_cv_score,train_time
10,0.1335873171930687,0.45003990000000005
50,0.2992384908272759,1.83815075
100,0.2992384908272759,3.4575367
200,0.6048568592391736,7.1969035
300,0.5739144629110247,10.796084449999999
600,0.5555538218377288,20.87179955
1000,0.5555538218377288,34.21806475
