max_iters,mean_cv_score,train_time
10,0.6635998801298313,0.48843460000000005
50,0.6561589495136699,2.11163655
100,0.6651194444681213,4.39532685
200,0.6598077151012991,8.507991599999999
300,0.6592158728454336,12.859972399999997
600,0.6492627077408746,16.51414585
1000,0.6492627077408746,16.712096100000004
