max_iters,mean_cv_score,train_time
10,0.13368682890563208,29.57682385
50,0.3752157276551126,76.6875719
100,0.3752157276551126,76.90376420000001
200,0.3752157276551126,77.49934894999998
300,0.3752157276551126,76.85755095000002
600,0.3752157276551126,76.51815855000001
1000,0.3752157276551126,76.45635115000005
