max_iters,mean_cv_score,train_time
10,0.2651298802420988,0.41954125
50,0.2560420881058,1.88852675
100,0.2596455711539305,3.7335947499999995
200,0.27422804353311125,7.23668335
300,0.2704249441006852,10.57434545
600,0.21666281684241434,20.81847965
1000,0.11393778010187097,34.0459315
