fitness,schedule,max_attempts,max_iters,n_invocations
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
10.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
12.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
13.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
14.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
15.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
16.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
18.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
20.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
27.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
28.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
34.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
134.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
135.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
136.0,GeomDecay,10,1000,1511
