,Iteration,Time,Fitness,Restarts,max_iters,current_restart
613,613,4.3016874000000005,2.0,25,512,1
614,614,4.302066,2.0,25,512,1
615,615,4.302436500000001,2.0,25,512,1
616,616,4.3028081,2.0,25,512,1
617,617,4.3031848,2.0,25,512,1
618,618,4.303558300000001,2.0,25,512,1
619,619,4.303935900000001,2.0,25,512,1
620,620,4.3043096,2.0,25,512,1
621,621,4.3046819,2.0,25,512,1
622,622,4.305058000000001,2.0,25,512,1
623,623,4.3054276,2.0,25,512,1
624,624,4.3058008,2.0,25,512,1
625,625,4.3062472,2.0,25,512,1
626,626,4.3066218,2.0,25,512,1
627,627,4.3070234,2.0,25,512,1
628,628,4.3073961999999995,2.0,25,512,1
629,629,4.3077697,2.0,25,512,1
630,630,4.3081467,2.0,25,512,1
631,631,4.308518299999999,1.0,25,512,1
632,632,4.3088935,1.0,25,512,1
633,633,4.309527300000001,1.0,25,512,1
634,634,4.3099045,1.0,25,512,1
635,635,4.310281400000001,1.0,25,512,1
636,636,4.310657900000001,1.0,25,512,1
637,637,4.311079900000001,1.0,25,512,1
638,638,4.3114519,1.0,25,512,1
639,639,4.311824100000001,1.0,25,512,1
640,640,4.312201,1.0,25,512,1
641,641,4.3125746,1.0,25,512,1
642,642,4.327145,1.0,25,512,1
643,643,4.327538500000001,1.0,25,512,1
644,644,4.3279219,1.0,25,512,1
645,645,4.3283009,1.0,25,512,1
646,646,4.3286756,1.0,25,512,1
647,647,4.3290548,1.0,25,512,1
648,648,4.3294268,1.0,25,512,1
649,649,4.3297986,1.0,25,512,1
650,650,4.3301753000000005,1.0,25,512,1
651,651,4.330548500000001,1.0,25,512,1
652,652,4.3309269,1.0,25,512,1
653,653,4.3312974,1.0,25,512,1
