,Iteration,Time,Fitness,Temperature,max_iters
144,144,0.08489550000000001,8.0,10,8192
145,145,0.08512520000000023,8.0,10,8192
146,146,0.08535649999999961,6.0,10,8192
147,147,0.08559039999999918,5.0,10,8192
148,148,0.08581819999999851,5.0,10,8192
149,149,0.08605389999999957,3.0,10,8192
150,150,0.08628759999999858,3.0,10,8192
151,151,0.08651650000000011,3.0,10,8192
152,152,0.0866706999999991,4.0,10,8192
153,153,0.08691029999999955,3.0,10,8192
154,154,0.08714319999999987,4.0,10,8192
155,155,0.08737299999999948,4.0,10,8192
156,156,0.08760279999999909,4.0,10,8192
157,157,0.10045259999999878,5.0,10,8192
158,158,0.10072890000000001,5.0,10,8192
159,159,0.10102969999999978,5.0,10,8192
160,160,0.10132129999999862,4.0,10,8192
161,161,0.10150629999999872,5.0,10,8192
162,162,0.10178140000000013,5.0,10,8192
163,163,0.10206990000000005,5.0,10,8192
164,164,0.10234949999999898,6.0,10,8192
165,165,0.10253309999999871,7.0,10,8192
166,166,0.10280979999999929,5.0,10,8192
167,167,0.10312439999999867,6.0,10,8192
168,168,0.10340599999999966,6.0,10,8192
169,169,0.10373270000000012,6.0,10,8192
170,170,0.10396509999999992,6.0,10,8192
171,171,0.10424929999999932,4.0,10,8192
172,172,0.10452719999999971,4.0,10,8192
173,173,0.10480010000000028,3.0,10,8192
174,174,0.10508839999999964,3.0,10,8192
175,175,0.10536229999999946,3.0,10,8192
176,176,0.10563589999999934,2.0,10,8192
177,177,0.10592049999999986,2.0,10,8192
178,178,0.1061956999999989,3.0,10,8192
179,179,0.10637469999999993,3.0,10,8192
180,180,0.10664940000000023,3.0,10,8192
181,181,0.1069344000000001,3.0,10,8192
182,182,0.10721209999999992,3.0,10,8192
183,183,0.10748459999999938,2.0,10,8192
184,184,0.10775989999999958,1.0,10,8192
185,185,0.1080363000000002,1.0,10,8192
186,186,0.10830659999999881,2.0,10,8192
187,187,0.10857939999999999,2.0,10,8192
188,188,0.1088679999999993,3.0,10,8192
189,189,0.10915490000000005,3.0,10,8192
190,190,0.10942959999999857,3.0,10,8192
191,191,0.10960829999999966,2.0,10,8192
192,192,0.10991859999999853,2.0,10,8192
193,193,0.11020479999999999,2.0,10,8192
194,194,0.1104826999999986,2.0,10,8192
195,195,0.11066369999999992,4.0,10,8192
196,196,0.11086449999999992,4.0,10,8192
197,197,0.11112919999999882,5.0,10,8192
198,198,0.11129329999999982,6.0,10,8192
199,199,0.11153899999999872,6.0,10,8192
200,200,0.11178119999999936,5.0,10,8192
201,201,0.11197429999999997,4.0,10,8192
202,202,0.112253299999999,4.0,10,8192
203,203,0.11252329999999944,5.0,10,8192
204,204,0.11270179999999996,5.0,10,8192
205,205,0.112969399999999,5.0,10,8192
206,206,0.11320789999999903,5.0,10,8192
207,207,0.11344429999999939,5.0,10,8192
208,208,0.11367979999999989,5.0,10,8192
209,209,0.1139417999999992,4.0,10,8192
210,210,0.11422269999999912,5.0,10,8192
211,211,0.11449640000000016,5.0,10,8192
212,212,0.11477179999999976,5.0,10,8192
213,213,0.11505859999999934,4.0,10,8192
214,214,0.11530229999999975,3.0,10,8192
215,215,0.1155394999999988,3.0,10,8192
216,216,0.11577419999999883,4.0,10,8192
217,217,0.11605829999999884,4.0,10,8192
218,218,0.11630109999999938,5.0,10,8192
219,219,0.11653920000000006,5.0,10,8192
220,220,0.11677929999999925,6.0,10,8192
221,221,0.13083400000000012,7.0,10,8192
222,222,0.13111629999999863,7.0,10,8192
223,223,0.13137739999999987,6.0,10,8192
224,224,0.13163389999999886,6.0,10,8192
225,225,0.13188909999999865,5.0,10,8192
226,226,0.13214400000000026,5.0,10,8192
227,227,0.13239349999999916,6.0,10,8192
228,228,0.13264669999999867,6.0,10,8192
229,229,0.13290329999999884,5.0,10,8192
230,230,0.13314480000000017,5.0,10,8192
231,231,0.13337849999999918,4.0,10,8192
232,232,0.13361289999999926,3.0,10,8192
233,233,0.13384259999999948,3.0,10,8192
234,234,0.13407859999999872,1.0,10,8192
235,235,0.1343122000000001,1.0,10,8192
236,236,0.13454679999999897,1.0,10,8192
237,237,0.13478169999999956,1.0,10,8192
238,238,0.13502759999999903,1.0,10,8192
239,239,0.13519199999999998,1.0,10,8192
240,240,0.13543859999999874,1.0,10,8192
241,241,0.13568169999999924,1.0,10,8192
242,242,0.13592809999999922,0.0,10,8192
243,243,0.13618469999999938,5.0,50,8192
244,244,0.13642449999999862,3.0,50,8192
245,245,0.000196599999998881,4.0,50,8192
246,246,0.0008780000000001564,4.0,50,8192
247,247,0.01462339999999962,5.0,50,8192
248,248,0.029049799999999237,4.0,50,8192
249,249,0.029322699999999813,5.0,50,8192
250,250,0.04338719999999974,7.0,50,8192
251,251,0.043652299999999755,8.0,50,8192
252,252,0.043905699999999825,8.0,50,8192
253,253,0.04415569999999924,10.0,50,8192
254,254,0.05920099999999984,10.0,50,8192
255,255,0.05947349999999929,10.0,50,8192
256,256,0.059720399999999785,9.0,50,8192
257,257,0.05995989999999907,9.0,50,8192
258,258,0.060196299999999425,9.0,50,8192
259,259,0.06044479999999908,9.0,50,8192
260,260,0.06068039999999897,9.0,50,8192
261,261,0.060913700000000404,8.0,50,8192
262,262,0.08171699999999937,8.0,50,8192
263,263,0.08199059999999925,9.0,50,8192
264,264,0.0822301999999997,10.0,50,8192
265,265,0.08247609999999916,9.0,50,8192
266,266,0.0827106999999998,10.0,50,8192
267,267,0.08294479999999993,12.0,50,8192
268,268,0.08317249999999987,11.0,50,8192
269,269,0.08341069999999995,10.0,50,8192
270,270,0.08364839999999951,11.0,50,8192
271,271,0.08388139999999922,11.0,50,8192
272,272,0.0841118999999999,10.0,50,8192
273,273,0.08436550000000054,9.0,50,8192
274,274,0.08461559999999935,10.0,50,8192
275,275,0.08486560000000054,8.0,50,8192
276,276,0.08514040000000023,8.0,50,8192
277,277,0.08542659999999991,7.0,50,8192
278,278,0.09915699999999994,6.0,50,8192
279,279,0.09943979999999897,5.0,50,8192
280,280,0.09969169999999927,5.0,50,8192
281,281,0.09992879999999893,5.0,50,8192
282,282,0.1001619999999992,5.0,50,8192
283,283,0.1003993999999988,5.0,50,8192
284,284,0.10063079999999935,4.0,50,8192
285,285,0.10086199999999934,5.0,50,8192
286,286,0.10109259999999942,5.0,50,8192
287,287,0.10132310000000011,5.0,50,8192
288,288,0.10155280000000033,5.0,50,8192
289,289,0.10178310000000046,4.0,50,8192
290,290,0.10201359999999937,5.0,50,8192
291,291,0.10225340000000038,5.0,50,8192
292,292,0.10248239999999953,6.0,50,8192
293,293,0.10270979999999952,6.0,50,8192
294,294,0.10294069999999955,7.0,50,8192
295,295,0.1031683999999995,6.0,50,8192
296,296,0.10340289999999897,8.0,50,8192
297,297,0.10363229999999923,8.0,50,8192
298,298,0.10385609999999978,6.0,50,8192
299,299,0.10408340000000038,5.0,50,8192
300,300,0.1043150999999991,5.0,50,8192
301,301,0.10454099999999933,3.0,50,8192
302,302,0.10476489999999927,3.0,50,8192
303,303,0.10499349999999907,3.0,50,8192
304,304,0.10521739999999902,4.0,50,8192
305,305,0.10537099999999988,3.0,50,8192
306,306,0.10560180000000052,4.0,50,8192
307,307,0.10583130000000018,4.0,50,8192
308,308,0.1060572999999998,4.0,50,8192
309,309,0.10628999999999955,5.0,50,8192
310,310,0.12019089999999899,5.0,50,8192
311,311,0.12049999999999983,7.0,50,8192
312,312,0.12075250000000004,6.0,50,8192
313,313,0.12099319999999913,7.0,50,8192
314,314,0.1212307999999993,7.0,50,8192
315,315,0.12150729999999932,8.0,50,8192
316,316,0.1217813999999997,8.0,50,8192
317,317,0.12205189999999888,8.0,50,8192
318,318,0.1223188000000004,6.0,50,8192
319,319,0.12255519999999898,8.0,50,8192
320,320,0.12278560000000027,9.0,50,8192
321,321,0.12301270000000031,9.0,50,8192
322,322,0.12325069999999982,9.0,50,8192
323,323,0.12348429999999944,8.0,50,8192
324,324,0.12371459999999956,8.0,50,8192
325,325,0.12394639999999946,7.0,50,8192
326,326,0.12417389999999884,7.0,50,8192
327,327,0.12441299999999877,7.0,50,8192
328,328,0.12464179999999914,6.0,50,8192
329,329,0.12487229999999983,9.0,50,8192
330,330,0.1251041999999991,10.0,50,8192
331,331,0.125335999999999,10.0,50,8192
332,332,0.12556739999999955,10.0,50,8192
333,333,0.12579839999999898,10.0,50,8192
334,334,0.12603030000000004,10.0,50,8192
335,335,0.12626700000000035,9.0,50,8192
336,336,0.12650080000000052,7.0,50,8192
337,337,0.1267320999999999,7.0,50,8192
338,338,0.12695669999999915,8.0,50,8192
339,339,0.12718330000000044,8.0,50,8192
340,340,0.12742019999999954,9.0,50,8192
341,341,0.12765079999999962,11.0,50,8192
342,342,0.12788160000000026,10.0,50,8192
343,343,0.12811349999999955,10.0,50,8192
344,344,0.12835169999999962,9.0,50,8192
345,345,0.12857969999999952,9.0,50,8192
346,346,0.12880889999999923,8.0,50,8192
347,347,0.1290350999999994,6.0,50,8192
348,348,0.1292712999999992,7.0,50,8192
349,349,0.1294986999999992,7.0,50,8192
350,350,0.12972509999999993,8.0,50,8192
351,351,0.12995469999999898,8.0,50,8192
352,352,0.13018719999999995,9.0,50,8192
353,353,0.13045029999999969,10.0,50,8192
354,354,0.1306908,10.0,50,8192
355,355,0.13092520000000007,10.0,50,8192
356,356,0.13115769999999927,10.0,50,8192
357,357,0.13139829999999897,10.0,50,8192
358,358,0.1316297999999989,9.0,50,8192
359,359,0.13186259999999983,8.0,50,8192
360,360,0.13209409999999977,8.0,50,8192
361,361,0.13232840000000046,9.0,50,8192
362,362,0.13255900000000054,9.0,50,8192
363,363,0.13279099999999922,8.0,50,8192
364,364,0.13302290000000028,8.0,50,8192
365,365,0.13325470000000017,7.0,50,8192
366,366,0.13349159999999927,8.0,50,8192
367,367,0.13372539999999944,8.0,50,8192
368,368,0.13395210000000013,7.0,50,8192
369,369,0.13418509999999984,6.0,50,8192
370,370,0.13442689999999935,6.0,50,8192
371,371,0.13465759999999882,8.0,50,8192
372,372,0.1348869999999991,7.0,50,8192
373,373,0.13511879999999898,7.0,50,8192
374,374,0.14946799999999882,8.0,50,8192
375,375,0.1497376999999993,9.0,50,8192
376,376,0.14999689999999966,7.0,50,8192
377,377,0.15025460000000024,6.0,50,8192
378,378,0.15054989999999968,5.0,50,8192
379,379,0.1507948999999993,3.0,50,8192
380,380,0.15102949999999993,3.0,50,8192
381,381,0.15126240000000024,2.0,50,8192
382,382,0.151497599999999,2.0,50,8192
383,383,0.1517337999999988,3.0,50,8192
384,384,0.15196390000000015,2.0,50,8192
385,385,0.15219689999999986,3.0,50,8192
386,386,0.15243439999999886,2.0,50,8192
387,387,0.1526663999999993,2.0,50,8192
388,388,0.1529001999999995,1.0,50,8192
389,389,0.1531292000000004,1.0,50,8192
390,390,0.15336510000000025,3.0,50,8192
391,391,0.15359269999999903,3.0,50,8192
392,392,0.15382559999999934,3.0,50,8192
393,393,0.15405859999999905,3.0,50,8192
394,394,0.15429239999999922,3.0,50,8192
395,395,0.15452919999999892,6.0,50,8192
396,396,0.1547629999999991,5.0,50,8192
397,397,0.1549952999999995,7.0,50,8192
398,398,0.15522859999999916,7.0,50,8192
399,399,0.1554599999999997,8.0,50,8192
400,400,0.1556949999999997,9.0,50,8192
401,401,0.1559280999999988,9.0,50,8192
402,402,0.15616119999999967,9.0,50,8192
403,403,0.1563990999999998,12.0,50,8192
404,404,0.15663619999999945,12.0,50,8192
405,405,0.15687039999999897,16.0,50,8192
406,406,0.15710679999999932,14.0,50,8192
407,407,0.15734549999999992,10.0,50,8192
408,408,0.15758130000000037,8.0,50,8192
409,409,0.15781259999999975,6.0,50,8192
410,410,0.15804370000000034,5.0,50,8192
411,411,0.1583123999999998,5.0,50,8192
412,412,0.1585649,4.0,50,8192
413,413,0.15883789999999998,4.0,50,8192
414,414,0.15909639999999925,5.0,50,8192
415,415,0.15935520000000025,6.0,50,8192
416,416,0.15956549999999936,6.0,50,8192
417,417,0.15981549999999878,6.0,50,8192
418,418,0.16005949999999913,5.0,50,8192
419,419,0.16031429999999958,5.0,50,8192
420,420,0.1605635000000003,6.0,50,8192
421,421,0.16080189999999916,4.0,50,8192
422,422,0.16104050000000036,4.0,50,8192
423,423,0.16131700000000038,2.0,50,8192
424,424,0.1615625000000005,1.0,50,8192
425,425,0.16180160000000043,2.0,50,8192
426,426,0.16203460000000014,3.0,50,8192
427,427,0.162272999999999,4.0,50,8192
428,428,0.16251059999999917,4.0,50,8192
429,429,0.16274989999999967,4.0,50,8192
430,430,0.1629871000000005,4.0,50,8192
431,431,0.16322609999999926,4.0,50,8192
432,432,0.16346749999999943,4.0,50,8192
433,433,0.16370429999999914,2.0,50,8192
434,434,0.16394290000000034,2.0,50,8192
435,435,0.164099199999999,3.0,50,8192
436,436,0.1643410000000003,4.0,50,8192
437,437,0.164500799999999,7.0,50,8192
438,438,0.1647406999999994,6.0,50,8192
439,439,0.16498239999999953,5.0,50,8192
440,440,0.16521909999999984,5.0,50,8192
441,441,0.16545859999999912,4.0,50,8192
442,442,0.1657010999999997,4.0,50,8192
443,443,0.16594569999999997,6.0,50,8192
444,444,0.16618319999999898,4.0,50,8192
445,445,0.16634879999999974,5.0,50,8192
446,446,0.16659239999999897,4.0,50,8192
447,447,0.16683190000000003,5.0,50,8192
448,448,0.16707429999999945,5.0,50,8192
449,449,0.16731479999999976,6.0,50,8192
450,450,0.16755809999999904,6.0,50,8192
451,451,0.16772349999999925,6.0,50,8192
452,452,0.1679656000000005,6.0,50,8192
453,453,0.16820850000000043,7.0,50,8192
454,454,0.16845679999999952,7.0,50,8192
455,455,0.16870269999999898,7.0,50,8192
456,456,0.16894459999999967,6.0,50,8192
457,457,0.16918800000000012,7.0,50,8192
458,458,0.16943730000000023,8.0,50,8192
459,459,0.1696781999999999,9.0,50,8192
460,460,0.16992459999999987,8.0,50,8192
461,461,0.1701707999999993,8.0,50,8192
462,462,0.17042069999999931,8.0,50,8192
463,463,0.17066279999999878,8.0,50,8192
464,464,0.1709070999999991,9.0,50,8192
465,465,0.1710718999999994,10.0,50,8192
466,466,0.17123619999999917,10.0,50,8192
467,467,0.1715492999999988,10.0,50,8192
468,468,0.1718016999999996,9.0,50,8192
469,469,0.17204729999999913,9.0,50,8192
470,470,0.17229539999999943,8.0,50,8192
471,471,0.17253539999999923,7.0,50,8192
472,472,0.17270079999999943,7.0,50,8192
473,473,0.17294319999999885,8.0,50,8192
474,474,0.17318260000000052,7.0,50,8192
475,475,0.17342930000000045,6.0,50,8192
476,476,0.17367579999999982,6.0,50,8192
477,477,0.17391739999999878,3.0,50,8192
478,478,0.1741571999999998,4.0,50,8192
479,479,0.17440809999999907,5.0,50,8192
480,480,0.17465050000000026,4.0,50,8192
481,481,0.1748928000000003,4.0,50,8192
482,482,0.1751372,4.0,50,8192
483,483,0.17538889999999974,3.0,50,8192
484,484,0.17564959999999985,3.0,50,8192
485,485,0.17590290000000053,3.0,50,8192
486,486,0.17614919999999934,3.0,50,8192
487,487,0.17632270000000005,3.0,50,8192
488,488,0.1764904000000005,3.0,50,8192
489,489,0.17673369999999977,4.0,50,8192
490,490,0.17697869999999938,3.0,50,8192
491,491,0.17722380000000015,3.0,50,8192
492,492,0.1774711,2.0,50,8192
493,493,0.177712399999999,1.0,50,8192
494,494,0.1779554999999995,1.0,50,8192
495,495,0.17819849999999882,1.0,50,8192
496,496,0.1784441000000001,1.0,50,8192
497,497,0.17868769999999934,1.0,50,8192
498,498,0.17885259999999903,1.0,50,8192
499,499,0.17909629999999943,2.0,50,8192
500,500,0.1793427999999988,1.0,50,8192
501,501,0.17950849999999896,1.0,50,8192
502,502,0.19714980000000004,1.0,50,8192
503,503,0.19764780000000037,1.0,50,8192
504,504,0.19794459999999958,1.0,50,8192
505,505,0.19812609999999964,1.0,50,8192
506,506,0.1983853,0.0,50,8192
507,507,0.19863259999999983,5.0,100,8192
508,508,0.19889569999999956,3.0,100,8192
509,509,0.1991473999999993,4.0,100,8192
510,510,0.00019490000000033092,4.0,100,8192
511,511,0.0009011999999994913,5.0,100,8192
512,512,0.016499699999998896,4.0,100,8192
513,513,0.0321750999999999,5.0,100,8192
514,514,0.032448699999999775,7.0,100,8192
515,515,0.04773099999999886,8.0,100,8192
516,516,0.048000999999999294,8.0,100,8192
517,517,0.04825319999999955,10.0,100,8192
518,518,0.04849149999999902,10.0,100,8192
519,519,0.0639321000000006,10.0,100,8192
520,520,0.06420329999999907,9.0,100,8192
521,521,0.06444529999999915,9.0,100,8192
522,522,0.06468229999999942,9.0,100,8192
523,523,0.06492599999999982,9.0,100,8192
524,524,0.06515680000000046,9.0,100,8192
525,525,0.06538489999999975,8.0,100,8192
526,526,0.06561280000000025,8.0,100,8192
527,527,0.08054319999999926,9.0,100,8192
528,528,0.08083010000000002,10.0,100,8192
529,529,0.08107090000000028,9.0,100,8192
530,530,0.08130519999999919,10.0,100,8192
531,531,0.08153800000000011,12.0,100,8192
532,532,0.08177270000000014,11.0,100,8192
533,533,0.08199950000000022,10.0,100,8192
534,534,0.08222780000000007,11.0,100,8192
535,535,0.08245840000000015,11.0,100,8192
536,536,0.08268370000000047,10.0,100,8192
537,537,0.08291439999999994,9.0,100,8192
538,538,0.08314299999999974,10.0,100,8192
539,539,0.0833718000000001,8.0,100,8192
540,540,0.08359650000000052,8.0,100,8192
541,541,0.08383339999999961,7.0,100,8192
542,542,0.08406469999999899,6.0,100,8192
543,543,0.09929670000000002,5.0,100,8192
544,544,0.09956919999999947,5.0,100,8192
545,545,0.09987279999999998,5.0,100,8192
546,546,0.10016420000000004,5.0,100,8192
547,547,0.10044789999999892,5.0,100,8192
548,548,0.10075729999999972,4.0,100,8192
549,549,0.10100830000000016,5.0,100,8192
550,550,0.10124710000000015,5.0,100,8192
551,551,0.1017676999999999,5.0,100,8192
552,552,0.10223539999999964,5.0,100,8192
553,553,0.10254849999999927,4.0,100,8192
554,554,0.10285810000000062,5.0,100,8192
555,555,0.10311289999999929,5.0,100,8192
556,556,0.10338589999999925,6.0,100,8192
557,557,0.1038540999999995,6.0,100,8192
558,558,0.10413780000000017,7.0,100,8192
559,559,0.10438360000000024,6.0,100,8192
560,560,0.10462479999999985,8.0,100,8192
561,561,0.10487479999999927,8.0,100,8192
562,562,0.10511469999999967,6.0,100,8192
563,563,0.10534930000000031,5.0,100,8192
564,564,0.10558729999999983,5.0,100,8192
565,565,0.1058337999999992,3.0,100,8192
566,566,0.10607029999999895,4.0,100,8192
567,567,0.1063244000000001,3.0,100,8192
568,568,0.1065655999999997,4.0,100,8192
569,569,0.10680550000000011,4.0,100,8192
570,570,0.1070695999999991,3.0,100,8192
571,571,0.10730299999999993,4.0,100,8192
572,572,0.10753790000000052,4.0,100,8192
573,573,0.10778110000000041,3.0,100,8192
574,574,0.10801309999999908,2.0,100,8192
575,575,0.12486919999999913,2.0,100,8192
576,576,0.1251888999999995,4.0,100,8192
577,577,0.12546689999999927,4.0,100,8192
578,578,0.1257369999999991,4.0,100,8192
579,579,0.12589840000000052,4.0,100,8192
580,580,0.12613439999999976,4.0,100,8192
581,581,0.1263696999999997,6.0,100,8192
582,582,0.12654730000000036,6.0,100,8192
583,583,0.1268343000000005,7.0,100,8192
584,584,0.1270781999999997,7.0,100,8192
585,585,0.12731519999999996,7.0,100,8192
586,586,0.12754879999999957,7.0,100,8192
587,587,0.127791199999999,7.0,100,8192
588,588,0.12802749999999996,5.0,100,8192
589,589,0.128260899999999,5.0,100,8192
590,590,0.12849409999999928,5.0,100,8192
591,591,0.1287319999999994,5.0,100,8192
592,592,0.12896559999999901,6.0,100,8192
593,593,0.12920029999999905,7.0,100,8192
594,594,0.12943139999999964,5.0,100,8192
595,595,0.12966310000000014,5.0,100,8192
596,596,0.12992179999999998,6.0,100,8192
597,597,0.13015620000000006,7.0,100,8192
598,598,0.13038530000000037,9.0,100,8192
599,599,0.1306212999999996,10.0,100,8192
600,600,0.1308872000000001,11.0,100,8192
601,601,0.13113360000000007,10.0,100,8192
602,602,0.13138840000000052,9.0,100,8192
603,603,0.13163119999999928,9.0,100,8192
604,604,0.13187029999999922,11.0,100,8192
605,605,0.13209939999999953,9.0,100,8192
606,606,0.13232919999999915,10.0,100,8192
607,607,0.1325617999999995,10.0,100,8192
608,608,0.13280220000000043,11.0,100,8192
609,609,0.1330328999999999,10.0,100,8192
610,610,0.1332640000000005,10.0,100,8192
611,611,0.13350190000000062,11.0,100,8192
612,612,0.13374029999999948,13.0,100,8192
613,613,0.13397140000000007,13.0,100,8192
614,614,0.13412609999999958,13.0,100,8192
615,615,0.1343589000000005,12.0,100,8192
616,616,0.1345919000000002,11.0,100,8192
617,617,0.13483369999999972,11.0,100,8192
618,618,0.13506920000000022,9.0,100,8192
619,619,0.13530079999999955,9.0,100,8192
620,620,0.13552810000000015,9.0,100,8192
621,621,0.13576510000000042,8.0,100,8192
622,622,0.135993899999999,10.0,100,8192
623,623,0.13622840000000025,9.0,100,8192
624,624,0.13646209999999925,8.0,100,8192
625,625,0.1366928999999999,9.0,100,8192
626,626,0.13693130000000053,8.0,100,8192
627,627,0.13716159999999888,6.0,100,8192
628,628,0.13738960000000056,6.0,100,8192
629,629,0.13762069999999937,6.0,100,8192
630,630,0.13785589999999992,6.0,100,8192
631,631,0.13808959999999892,5.0,100,8192
632,632,0.13832290000000036,5.0,100,8192
633,633,0.13855599999999946,6.0,100,8192
