,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
135,0,5.0,0.00018169999999884112,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",geometric,10000,0.99,0.001,9999.981738556427,10000,8192
136,1,5.0,0.0007760000000001099,"[3, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",geometric,10000,0.99,0.001,9999.922009697902,10000,8192
137,2,3.0,0.04704499999999889,"[3, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 0, 2, 5, 4, 1, 7, 5, 1, 4]",geometric,10000,0.99,0.001,9995.272937106114,10000,8192
138,4,4.0,0.08815650000000019,"[3, 3, 7, 4, 6, 2, 6, 7, 4, 8, 7, 0, 2, 5, 4, 1, 2, 5, 1, 4]",geometric,10000,0.99,0.001,9991.143899515931,10000,8192
139,8,7.0,0.1294523999999999,"[3, 3, 4, 4, 6, 2, 6, 7, 4, 8, 7, 0, 2, 5, 6, 7, 2, 5, 4, 4]",geometric,10000,0.99,0.001,9986.998058886984,10000,8192
140,16,9.0,0.17099709999999924,"[3, 4, 4, 1, 6, 6, 3, 3, 7, 8, 7, 0, 2, 1, 2, 7, 2, 5, 4, 4]",geometric,10000,0.99,0.001,9982.82897625076,10000,8192
141,32,10.0,0.2146492000000002,"[2, 4, 4, 1, 6, 6, 0, 4, 3, 5, 2, 8, 0, 1, 5, 6, 8, 7, 4, 4]",geometric,10000,0.99,0.001,9978.450287411031,10000,8192
142,64,3.0,0.2602226999999999,"[2, 2, 0, 4, 1, 3, 1, 2, 4, 5, 8, 8, 3, 7, 7, 7, 1, 7, 1, 3]",geometric,10000,0.99,0.001,9973.880914526222,10000,8192
143,128,9.0,0.31459549999999936,"[8, 7, 7, 7, 7, 7, 0, 2, 5, 7, 5, 2, 2, 4, 7, 2, 8, 0, 6, 0]",geometric,10000,0.99,0.001,9968.432027625055,10000,8192
144,256,8.0,0.385633799999999,"[1, 1, 5, 1, 1, 3, 0, 2, 3, 2, 3, 5, 2, 0, 5, 7, 5, 2, 8, 0]",geometric,10000,0.99,0.001,9961.317518156711,10000,8192
145,512,5.0,0.4884782999999988,"[8, 3, 4, 7, 3, 1, 3, 1, 5, 7, 0, 5, 5, 8, 8, 6, 3, 7, 7, 2]",geometric,10000,0.99,0.001,9951.026602928237,10000,8192
146,1024,0.0,0.5764651999999995,"[8, 2, 7, 5, 3, 1, 0, 2, 7, 5, 5, 5, 1, 8, 7, 2, 0, 0, 8, 1]",geometric,10000,0.99,0.001,9942.230820662182,10000,8192
147,2048,0.0,0.5764651999999995,"[8, 2, 7, 5, 3, 1, 0, 2, 7, 5, 5, 5, 1, 8, 7, 2, 0, 0, 8, 1]",geometric,10000,0.99,0.001,9942.230820662182,10000,8192
148,4096,0.0,0.5764651999999995,"[8, 2, 7, 5, 3, 1, 0, 2, 7, 5, 5, 5, 1, 8, 7, 2, 0, 0, 8, 1]",geometric,10000,0.99,0.001,9942.230820662182,10000,8192
149,8192,0.0,0.5764651999999995,"[8, 2, 7, 5, 3, 1, 0, 2, 7, 5, 5, 5, 1, 8, 7, 2, 0, 0, 8, 1]",geometric,10000,0.99,0.001,9942.230820662182,10000,8192
