,Iteration,Fitness,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
32,512,2.0,12.110670499999998,"[6.0, 8.0, 7.0, 4.0, 6.0, 4.0, 7.0, 8.0, 3.0, 0.0, 1.0, 0.0, 8.0, 7.0, 0.0, 7.0, 7.0, 2.0, 2.0, 2.0]",False,10,0.75,512
33,0,5.0,0.021905100000005007,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,200,0.25,512
34,1,1.0,0.2809226000000038,"[8.0, 1.0, 7.0, 4.0, 0.0, 1.0, 6.0, 7.0, 2.0, 4.0, 8.0, 5.0, 1.0, 2.0, 2.0, 1.0, 8.0, 8.0, 8.0, 6.0]",False,200,0.25,512
35,2,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
36,4,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
37,8,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
38,16,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
39,32,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
40,64,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
41,128,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
42,256,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
43,512,0.0,0.562165499999999,"[5.0, 4.0, 4.0, 6.0, 7.0, 8.0, 0.0, 4.0, 3.0, 5.0, 2.0, 1.0, 3.0, 5.0, 0.0, 0.0, 6.0, 2.0, 1.0, 8.0]",False,200,0.25,512
44,0,5.0,0.022114599999994766,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,200,0.5,512
45,1,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
46,2,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
47,4,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
48,8,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
49,16,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
50,32,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
51,64,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
52,128,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
53,256,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
54,512,0.0,0.2883453999999972,"[5.0, 0.0, 8.0, 7.0, 1.0, 5.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 0.0, 3.0, 2.0, 6.0, 8.0, 7.0, 1.0, 5.0]",False,200,0.5,512
55,0,5.0,0.0287182999999942,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,200,0.75,512
56,1,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
57,2,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
58,4,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
59,8,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
60,16,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
61,32,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
62,64,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
63,128,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
64,256,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
65,512,0.0,0.2936655999999971,"[0.0, 8.0, 8.0, 5.0, 6.0, 0.0, 1.0, 5.0, 4.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 6.0, 7.0, 1.0, 2.0, 3.0]",False,200,0.75,512
66,0,5.0,0.056332399999995175,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,500,0.25,512
67,1,1.0,0.34147060000000096,"[5.0, 7.0, 4.0, 5.0, 8.0, 2.0, 7.0, 2.0, 4.0, 3.0, 2.0, 8.0, 3.0, 3.0, 7.0, 1.0, 5.0, 8.0, 1.0, 1.0]",False,500,0.25,512
68,2,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
69,4,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
70,8,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
71,16,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
72,32,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
73,64,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
74,128,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
75,256,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
76,512,0.0,0.6477074000000016,"[5.0, 8.0, 5.0, 1.0, 6.0, 3.0, 3.0, 6.0, 3.0, 8.0, 1.0, 1.0, 4.0, 4.0, 0.0, 4.0, 0.0, 2.0, 1.0, 7.0]",False,500,0.25,512
77,0,5.0,0.05594220000000405,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,500,0.5,512
78,1,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
79,2,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
80,4,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
81,8,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
82,16,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
83,32,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
84,64,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
85,128,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
86,256,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
87,512,0.0,0.3557436000000038,"[4.0, 4.0, 2.0, 0.0, 1.0, 5.0, 8.0, 4.0, 8.0, 2.0, 5.0, 3.0, 2.0, 2.0, 7.0, 6.0, 6.0, 0.0, 3.0, 7.0]",False,500,0.5,512
88,0,5.0,0.05539629999999818,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,500,0.75,512
89,1,1.0,0.3479618000000002,"[8.0, 8.0, 0.0, 8.0, 0.0, 7.0, 3.0, 2.0, 7.0, 5.0, 2.0, 5.0, 5.0, 7.0, 6.0, 1.0, 4.0, 8.0, 4.0, 6.0]",False,500,0.75,512
90,2,1.0,0.6609116999999998,"[8.0, 8.0, 0.0, 8.0, 0.0, 7.0, 3.0, 2.0, 7.0, 5.0, 2.0, 5.0, 5.0, 7.0, 6.0, 1.0, 4.0, 8.0, 4.0, 6.0]",False,500,0.75,512
91,4,1.0,1.2853233000000017,"[8.0, 8.0, 0.0, 8.0, 0.0, 7.0, 3.0, 2.0, 7.0, 5.0, 2.0, 5.0, 5.0, 7.0, 6.0, 1.0, 4.0, 8.0, 4.0, 6.0]",False,500,0.75,512
92,8,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
93,16,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
94,32,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
95,64,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
96,128,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
97,256,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
98,512,0.0,1.9110816000000028,"[4.0, 8.0, 7.0, 6.0, 4.0, 2.0, 8.0, 8.0, 1.0, 4.0, 6.0, 6.0, 7.0, 0.0, 5.0, 8.0, 0.0, 3.0, 6.0, 5.0]",False,500,0.75,512
99,0,5.0,0.10775910000000266,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,1000,0.25,512
100,1,1.0,0.43695340000000016,"[4.0, 6.0, 6.0, 2.0, 8.0, 4.0, 1.0, 0.0, 5.0, 7.0, 0.0, 2.0, 7.0, 1.0, 1.0, 7.0, 1.0, 0.0, 3.0, 5.0]",False,1000,0.25,512
101,2,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
102,4,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
103,8,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
104,16,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
105,32,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
106,64,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
107,128,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
108,256,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
109,512,0.0,0.7891541999999987,"[4.0, 8.0, 0.0, 7.0, 6.0, 5.0, 3.0, 0.0, 3.0, 6.0, 4.0, 6.0, 5.0, 5.0, 5.0, 1.0, 4.0, 7.0, 1.0, 2.0]",False,1000,0.25,512
110,0,5.0,0.11710880000000401,"[6, 3, 7, 4, 6, 2, 6, 7, 4, 3, 7, 7, 2, 5, 4, 1, 7, 5, 1, 4]",False,1000,0.5,512
