fitness,schedule,max_attempts,max_iters,n_invocations,time
300.0,GeomDecay,100,500,412,0.01721820000000207
300.0,GeomDecay,100,500,412,0.01721820000000207
300.0,GeomDecay,100,500,412,0.01721820000000207
302.0,GeomDecay,100,500,412,0.01721820000000207
307.0,GeomDecay,100,500,412,0.01721820000000207
307.0,GeomDecay,100,500,412,0.01721820000000207
307.0,GeomDecay,100,500,412,0.01721820000000207
317.0,GeomDecay,100,500,412,0.01721820000000207
324.0,GeomDecay,100,500,412,0.01721820000000207
328.0,GeomDecay,100,500,412,0.01721820000000207
328.0,GeomDecay,100,500,412,0.01721820000000207
335.0,GeomDecay,100,500,412,0.01721820000000207
335.0,GeomDecay,100,500,412,0.01721820000000207
341.0,GeomDecay,100,500,412,0.01721820000000207
350.0,GeomDecay,100,500,412,0.01721820000000207
350.0,GeomDecay,100,500,412,0.01721820000000207
357.0,GeomDecay,100,500,412,0.01721820000000207
357.0,GeomDecay,100,500,412,0.01721820000000207
367.0,GeomDecay,100,500,412,0.01721820000000207
376.0,GeomDecay,100,500,412,0.01721820000000207
379.0,GeomDecay,100,500,412,0.01721820000000207
379.0,GeomDecay,100,500,412,0.01721820000000207
387.0,GeomDecay,100,500,412,0.01721820000000207
387.0,GeomDecay,100,500,412,0.01721820000000207
387.0,GeomDecay,100,500,412,0.01721820000000207
387.0,GeomDecay,100,500,412,0.01721820000000207
394.0,GeomDecay,100,500,412,0.01721820000000207
394.0,GeomDecay,100,500,412,0.01721820000000207
394.0,GeomDecay,100,500,412,0.01721820000000207
394.0,GeomDecay,100,500,412,0.01721820000000207
394.0,GeomDecay,100,500,412,0.01721820000000207
395.0,GeomDecay,100,500,412,0.01721820000000207
395.0,GeomDecay,100,500,412,0.01721820000000207
395.0,GeomDecay,100,500,412,0.01721820000000207
395.0,GeomDecay,100,500,412,0.01721820000000207
396.0,GeomDecay,100,500,412,0.01721820000000207
396.0,GeomDecay,100,500,412,0.01721820000000207
396.0,GeomDecay,100,500,412,0.01721820000000207
397.0,GeomDecay,100,500,412,0.01721820000000207
400.0,GeomDecay,100,500,412,0.01721820000000207
400.0,GeomDecay,100,500,412,0.01721820000000207
400.0,GeomDecay,100,500,412,0.01721820000000207
400.0,GeomDecay,100,500,412,0.01721820000000207
400.0,GeomDecay,100,500,412,0.01721820000000207
408.0,GeomDecay,100,500,412,0.01721820000000207
408.0,GeomDecay,100,500,412,0.01721820000000207
408.0,GeomDecay,100,500,412,0.01721820000000207
409.0,GeomDecay,100,500,412,0.01721820000000207
410.0,GeomDecay,100,500,412,0.01721820000000207
411.0,GeomDecay,100,500,412,0.01721820000000207
411.0,GeomDecay,100,500,412,0.01721820000000207
411.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
421.0,GeomDecay,100,500,412,0.01721820000000207
420.0,GeomDecay,100,500,412,0.01721820000000207
420.0,GeomDecay,100,500,412,0.01721820000000207
425.0,GeomDecay,100,500,412,0.01721820000000207
425.0,GeomDecay,100,500,412,0.01721820000000207
425.0,GeomDecay,100,500,412,0.01721820000000207
434.0,GeomDecay,100,500,412,0.01721820000000207
434.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
441.0,GeomDecay,100,500,412,0.01721820000000207
450.0,GeomDecay,100,500,412,0.01721820000000207
456.0,GeomDecay,100,500,412,0.01721820000000207
464.0,GeomDecay,100,500,412,0.01721820000000207
464.0,GeomDecay,100,500,412,0.01721820000000207
474.0,GeomDecay,100,500,412,0.01721820000000207
474.0,GeomDecay,100,500,412,0.01721820000000207
474.0,GeomDecay,100,500,412,0.01721820000000207
477.0,GeomDecay,100,500,412,0.01721820000000207
484.0,GeomDecay,100,500,412,0.01721820000000207
485.0,GeomDecay,100,500,412,0.01721820000000207
485.0,GeomDecay,100,500,412,0.01721820000000207
485.0,GeomDecay,100,500,412,0.01721820000000207
494.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
503.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
506.0,GeomDecay,100,500,412,0.01721820000000207
510.0,GeomDecay,100,500,412,0.01721820000000207
510.0,GeomDecay,100,500,412,0.01721820000000207
510.0,GeomDecay,100,500,412,0.01721820000000207
510.0,GeomDecay,100,500,412,0.01721820000000207
517.0,GeomDecay,100,500,412,0.01721820000000207
517.0,GeomDecay,100,500,412,0.01721820000000207
517.0,GeomDecay,100,500,412,0.01721820000000207
517.0,GeomDecay,100,500,412,0.01721820000000207
526.0,GeomDecay,100,500,412,0.01721820000000207
526.0,GeomDecay,100,500,412,0.01721820000000207
530.0,GeomDecay,100,500,412,0.01721820000000207
