fitness,schedule,max_attempts,max_iters,n_invocations,time
14.0,GeomDecay,10,500,27,0.0014590999999999354
14.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
24.0,GeomDecay,10,500,27,0.0014590999999999354
27.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
32.0,GeomDecay,10,500,27,0.0014590999999999354
