fitness,restarts,max_attempts,max_iters,n_invocations,time
131.0,10,50,500,2171,0.07416510000001608
141.0,10,50,500,2171,0.07416510000001608
145.0,10,50,500,2171,0.07416510000001608
145.0,10,50,500,2171,0.07416510000001608
145.0,10,50,500,2171,0.07416510000001608
154.0,10,50,500,2171,0.07416510000001608
164.0,10,50,500,2171,0.07416510000001608
166.0,10,50,500,2171,0.07416510000001608
175.0,10,50,500,2171,0.07416510000001608
175.0,10,50,500,2171,0.07416510000001608
175.0,10,50,500,2171,0.07416510000001608
175.0,10,50,500,2171,0.07416510000001608
183.0,10,50,500,2171,0.07416510000001608
188.0,10,50,500,2171,0.07416510000001608
188.0,10,50,500,2171,0.07416510000001608
188.0,10,50,500,2171,0.07416510000001608
188.0,10,50,500,2171,0.07416510000001608
197.0,10,50,500,2171,0.07416510000001608
198.0,10,50,500,2171,0.07416510000001608
198.0,10,50,500,2171,0.07416510000001608
204.0,10,50,500,2171,0.07416510000001608
204.0,10,50,500,2171,0.07416510000001608
204.0,10,50,500,2171,0.07416510000001608
212.0,10,50,500,2171,0.07416510000001608
212.0,10,50,500,2171,0.07416510000001608
212.0,10,50,500,2171,0.07416510000001608
218.0,10,50,500,2171,0.07416510000001608
218.0,10,50,500,2171,0.07416510000001608
218.0,10,50,500,2171,0.07416510000001608
221.0,10,50,500,2171,0.07416510000001608
221.0,10,50,500,2171,0.07416510000001608
228.0,10,50,500,2171,0.07416510000001608
228.0,10,50,500,2171,0.07416510000001608
228.0,10,50,500,2171,0.07416510000001608
231.0,10,50,500,2171,0.07416510000001608
239.0,10,50,500,2171,0.07416510000001608
239.0,10,50,500,2171,0.07416510000001608
239.0,10,50,500,2171,0.07416510000001608
239.0,10,50,500,2171,0.07416510000001608
248.0,10,50,500,2171,0.07416510000001608
248.0,10,50,500,2171,0.07416510000001608
258.0,10,50,500,2171,0.07416510000001608
258.0,10,50,500,2171,0.07416510000001608
266.0,10,50,500,2171,0.07416510000001608
266.0,10,50,500,2171,0.07416510000001608
268.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
270.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
272.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
276.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
278.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
282.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
290.0,10,50,500,2171,0.07416510000001608
