fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations,time
103.0,50,0.2,10,500,717,0.07762470000000121
109.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
113.0,50,0.2,10,500,717,0.07762470000000121
