fitness,restarts,max_attempts,max_iters,n_invocations,time
50.0,10,10,500,425,0.015299600000020064
50.0,10,10,500,425,0.015299600000020064
50.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
60.0,10,10,500,425,0.015299600000020064
68.0,10,10,500,425,0.015299600000020064
68.0,10,10,500,425,0.015299600000020064
68.0,10,10,500,425,0.015299600000020064
68.0,10,10,500,425,0.015299600000020064
68.0,10,10,500,425,0.015299600000020064
78.0,10,10,500,425,0.015299600000020064
78.0,10,10,500,425,0.015299600000020064
87.0,10,10,500,425,0.015299600000020064
87.0,10,10,500,425,0.015299600000020064
87.0,10,10,500,425,0.015299600000020064
90.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
96.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
99.0,10,10,500,425,0.015299600000020064
103.0,10,10,500,425,0.015299600000020064
103.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
108.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
113.0,10,10,500,425,0.015299600000020064
