fitness,pop_size,keep_pct,max_attempts,max_iters,n_invocations,time
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
57.0,50,0.2,10,500,613,0.043649799999997185
