fitness,pop_size,pop_breed_percent,mutation_prob,max_attempts,max_iters,n_invocations,time
95.0,50,0.5,0.1,10,500,1231,0.08425030000000788
95.0,50,0.5,0.1,10,500,1231,0.08425030000000788
95.0,50,0.5,0.1,10,500,1231,0.08425030000000788
98.0,50,0.5,0.1,10,500,1231,0.08425030000000788
100.0,50,0.5,0.1,10,500,1231,0.08425030000000788
108.0,50,0.5,0.1,10,500,1231,0.08425030000000788
110.0,50,0.5,0.1,10,500,1231,0.08425030000000788
110.0,50,0.5,0.1,10,500,1231,0.08425030000000788
110.0,50,0.5,0.1,10,500,1231,0.08425030000000788
110.0,50,0.5,0.1,10,500,1231,0.08425030000000788
112.0,50,0.5,0.1,10,500,1231,0.08425030000000788
112.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
113.0,50,0.5,0.1,10,500,1231,0.08425030000000788
