fitness,pop_size,pop_breed_percent,mutation_prob,max_attempts,max_iters,n_invocations,time
332.0,50,0.5,0.1,100,500,14153,1.0588038999999867
332.0,50,0.5,0.1,100,500,14153,1.0588038999999867
333.0,50,0.5,0.1,100,500,14153,1.0588038999999867
339.0,50,0.5,0.1,100,500,14153,1.0588038999999867
381.0,50,0.5,0.1,100,500,14153,1.0588038999999867
381.0,50,0.5,0.1,100,500,14153,1.0588038999999867
381.0,50,0.5,0.1,100,500,14153,1.0588038999999867
381.0,50,0.5,0.1,100,500,14153,1.0588038999999867
395.0,50,0.5,0.1,100,500,14153,1.0588038999999867
395.0,50,0.5,0.1,100,500,14153,1.0588038999999867
416.0,50,0.5,0.1,100,500,14153,1.0588038999999867
441.0,50,0.5,0.1,100,500,14153,1.0588038999999867
441.0,50,0.5,0.1,100,500,14153,1.0588038999999867
441.0,50,0.5,0.1,100,500,14153,1.0588038999999867
441.0,50,0.5,0.1,100,500,14153,1.0588038999999867
441.0,50,0.5,0.1,100,500,14153,1.0588038999999867
457.0,50,0.5,0.1,100,500,14153,1.0588038999999867
457.0,50,0.5,0.1,100,500,14153,1.0588038999999867
473.0,50,0.5,0.1,100,500,14153,1.0588038999999867
473.0,50,0.5,0.1,100,500,14153,1.0588038999999867
473.0,50,0.5,0.1,100,500,14153,1.0588038999999867
473.0,50,0.5,0.1,100,500,14153,1.0588038999999867
499.0,50,0.5,0.1,100,500,14153,1.0588038999999867
499.0,50,0.5,0.1,100,500,14153,1.0588038999999867
499.0,50,0.5,0.1,100,500,14153,1.0588038999999867
506.0,50,0.5,0.1,100,500,14153,1.0588038999999867
506.0,50,0.5,0.1,100,500,14153,1.0588038999999867
506.0,50,0.5,0.1,100,500,14153,1.0588038999999867
506.0,50,0.5,0.1,100,500,14153,1.0588038999999867
506.0,50,0.5,0.1,100,500,14153,1.0588038999999867
510.0,50,0.5,0.1,100,500,14153,1.0588038999999867
510.0,50,0.5,0.1,100,500,14153,1.0588038999999867
511.0,50,0.5,0.1,100,500,14153,1.0588038999999867
522.0,50,0.5,0.1,100,500,14153,1.0588038999999867
522.0,50,0.5,0.1,100,500,14153,1.0588038999999867
526.0,50,0.5,0.1,100,500,14153,1.0588038999999867
526.0,50,0.5,0.1,100,500,14153,1.0588038999999867
534.0,50,0.5,0.1,100,500,14153,1.0588038999999867
534.0,50,0.5,0.1,100,500,14153,1.0588038999999867
534.0,50,0.5,0.1,100,500,14153,1.0588038999999867
535.0,50,0.5,0.1,100,500,14153,1.0588038999999867
