fitness,restarts,max_attempts,max_iters,n_invocations,time
306.0,10,100,500,5630,0.20286040000002004
306.0,10,100,500,5630,0.20286040000002004
306.0,10,100,500,5630,0.20286040000002004
310.0,10,100,500,5630,0.20286040000002004
310.0,10,100,500,5630,0.20286040000002004
310.0,10,100,500,5630,0.20286040000002004
317.0,10,100,500,5630,0.20286040000002004
326.0,10,100,500,5630,0.20286040000002004
334.0,10,100,500,5630,0.20286040000002004
343.0,10,100,500,5630,0.20286040000002004
343.0,10,100,500,5630,0.20286040000002004
343.0,10,100,500,5630,0.20286040000002004
343.0,10,100,500,5630,0.20286040000002004
350.0,10,100,500,5630,0.20286040000002004
350.0,10,100,500,5630,0.20286040000002004
350.0,10,100,500,5630,0.20286040000002004
350.0,10,100,500,5630,0.20286040000002004
350.0,10,100,500,5630,0.20286040000002004
352.0,10,100,500,5630,0.20286040000002004
361.0,10,100,500,5630,0.20286040000002004
361.0,10,100,500,5630,0.20286040000002004
361.0,10,100,500,5630,0.20286040000002004
361.0,10,100,500,5630,0.20286040000002004
364.0,10,100,500,5630,0.20286040000002004
367.0,10,100,500,5630,0.20286040000002004
367.0,10,100,500,5630,0.20286040000002004
371.0,10,100,500,5630,0.20286040000002004
371.0,10,100,500,5630,0.20286040000002004
371.0,10,100,500,5630,0.20286040000002004
371.0,10,100,500,5630,0.20286040000002004
371.0,10,100,500,5630,0.20286040000002004
378.0,10,100,500,5630,0.20286040000002004
378.0,10,100,500,5630,0.20286040000002004
378.0,10,100,500,5630,0.20286040000002004
384.0,10,100,500,5630,0.20286040000002004
384.0,10,100,500,5630,0.20286040000002004
384.0,10,100,500,5630,0.20286040000002004
384.0,10,100,500,5630,0.20286040000002004
385.0,10,100,500,5630,0.20286040000002004
385.0,10,100,500,5630,0.20286040000002004
385.0,10,100,500,5630,0.20286040000002004
386.0,10,100,500,5630,0.20286040000002004
386.0,10,100,500,5630,0.20286040000002004
386.0,10,100,500,5630,0.20286040000002004
386.0,10,100,500,5630,0.20286040000002004
386.0,10,100,500,5630,0.20286040000002004
393.0,10,100,500,5630,0.20286040000002004
393.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
394.0,10,100,500,5630,0.20286040000002004
401.0,10,100,500,5630,0.20286040000002004
401.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
410.0,10,100,500,5630,0.20286040000002004
420.0,10,100,500,5630,0.20286040000002004
420.0,10,100,500,5630,0.20286040000002004
425.0,10,100,500,5630,0.20286040000002004
425.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
431.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
436.0,10,100,500,5630,0.20286040000002004
437.0,10,100,500,5630,0.20286040000002004
446.0,10,100,500,5630,0.20286040000002004
449.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
450.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
457.0,10,100,500,5630,0.20286040000002004
464.0,10,100,500,5630,0.20286040000002004
464.0,10,100,500,5630,0.20286040000002004
474.0,10,100,500,5630,0.20286040000002004
474.0,10,100,500,5630,0.20286040000002004
474.0,10,100,500,5630,0.20286040000002004
479.0,10,100,500,5630,0.20286040000002004
479.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
480.0,10,100,500,5630,0.20286040000002004
485.0,10,100,500,5630,0.20286040000002004
486.0,10,100,500,5630,0.20286040000002004
486.0,10,100,500,5630,0.20286040000002004
486.0,10,100,500,5630,0.20286040000002004
486.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
496.0,10,100,500,5630,0.20286040000002004
503.0,10,100,500,5630,0.20286040000002004
503.0,10,100,500,5630,0.20286040000002004
503.0,10,100,500,5630,0.20286040000002004
507.0,10,100,500,5630,0.20286040000002004
510.0,10,100,500,5630,0.20286040000002004
