fitness,schedule,max_attempts,max_iters,n_invocations,time
3.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
2.0,GeomDecay,50,500,603,0.01461839999999981
2.0,GeomDecay,50,500,603,0.01461839999999981
2.0,GeomDecay,50,500,603,0.01461839999999981
2.0,GeomDecay,50,500,603,0.01461839999999981
2.0,GeomDecay,50,500,603,0.01461839999999981
1.0,GeomDecay,50,500,603,0.01461839999999981
1.0,GeomDecay,50,500,603,0.01461839999999981
1.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
5.0,GeomDecay,50,500,603,0.01461839999999981
