fitness,pop_size,pop_breed_percent,mutation_prob,max_attempts,max_iters,n_invocations,time
14.0,50,0.5,0.1,10,500,716,0.03461730000000074
14.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
17.0,50,0.5,0.1,10,500,716,0.03461730000000074
