fitness,restarts,max_attempts,max_iters,n_invocations,time
2.0,10,10,500,214,0.004624700000000814
2.0,10,10,500,214,0.004624700000000814
2.0,10,10,500,214,0.004624700000000814
2.0,10,10,500,214,0.004624700000000814
2.0,10,10,500,214,0.004624700000000814
2.0,10,10,500,214,0.004624700000000814
3.0,10,10,500,214,0.004624700000000814
3.0,10,10,500,214,0.004624700000000814
3.0,10,10,500,214,0.004624700000000814
3.0,10,10,500,214,0.004624700000000814
14.0,10,10,500,214,0.004624700000000814
14.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
17.0,10,10,500,214,0.004624700000000814
